language_id,translation_code,translated_name
7,bm,Uzbek
112,bm,Welsh
40,bm,Western Frisian
9,bm,wiyɛtinamukan
57,bm,Yiddish
53,bm,yorubakan
36,bm,zapɔnekan
55,bm,zulukan
86,ii,Afrikaans
26,ii,Akan
10,ii,Albanian
18,ii,Amharic
76,ii,Arabic
17,ii,Armenian
91,ii,Assamese
92,ii,Azerbaijani
33,ii,Bambara
113,ii,Basque
20,ii,Belarusian
84,ii,Bengali
73,ii,Bosnian
94,ii,Breton
82,ii,Bulgarian
75,ii,Burmese
44,ii,Catalan
32,ii,Cornish
79,ii,Croatian
46,ii,Czech
21,ii,Danish
81,ii,Dutch
29,ii,Dzongkha
99,ii,Esperanto
105,ii,Estonian
35,ii,Ewe
110,ii,Faroese
96,ii,Finnish
109,ii,Fulah
77,ii,Galician
102,ii,Ganda
89,ii,Georgian
37,ii,Greek
28,ii,Gujarati
71,ii,Hausa
13,ii,Hebrew
88,ii,Hindi
80,ii,Hungarian
45,ii,Icelandic
38,ii,Igbo
100,ii,Indonesian
12,ii,Irish
22,ii,Kalaallisut
72,ii,Kannada
83,ii,Kashmiri
24,ii,Kazakh
15,ii,Khmer
74,ii,Kikuyu
120,ii,Kinyarwanda
95,ii,Korean
27,ii,Kyrgyz
114,ii,Lao
39,ii,Latvian
103,ii,Lingala
108,ii,Lithuanian
98,ii,Luba-Katanga
41,ii,Luxembourgish
69,ii,Macedonian
30,ii,Malagasy
14,ii,Malay
67,ii,Malayalam
16,ii,Maltese
78,ii,Manx
23,ii,Marathi
31,ii,Mongolian
85,ii,Nepali
70,ii,North Ndebele
4,ii,Northern Sami
25,ii,Norwegian
87,ii,Norwegian Bokmål
19,ii,Norwegian Nynorsk
111,ii,Oriya
43,ii,Oromo
97,ii,Ossetic
59,ii,Pashto
107,ii,Persian
8,ii,Polish
64,ii,Punjabi
51,ii,Quechua
52,ii,Romanian
115,ii,Romansh
50,ii,Rundi
63,ii,Sango
93,ii,Scottish Gaelic
62,ii,Serbian
54,ii,Serbo-Croatian
65,ii,Shona
66,ii,Sinhala
2,ii,Slovak
1,ii,Slovenian
56,ii,Somali
5,ii,Swahili
11,ii,Swedish
49,ii,Tagalog
116,ii,Tamil
47,ii,Telugu
117,ii,Thai
68,ii,Tibetan
121,ii,Tigrinya
118,ii,Tongan
119,ii,Turkish
61,ii,Ukrainian
3,ii,Urdu
6,ii,Uyghur
7,ii,Uzbek
9,ii,Vietnamese
112,ii,Welsh
40,ii,Western Frisian
57,ii,Yiddish
53,ii,Yoruba
55,ii,Zulu
58,ii,ꁍꄨꑸꉙ
101,ii,ꃔꇩꉙ
90,ii,ꄓꇩꉙ
34,ii,ꆈꌠꉙ
48,ii,ꊉꇩꉙ
60,ii,ꍏꇩꉙ
36,ii,ꏝꀪꉙ
104,ii,ꑭꀠꑸꉙ
106,ii,ꑱꇩꉙ
42,ii,ꑴꄊꆺꉙ
86,ee,afrikaangbe
10,ee,albaniagbe
18,ee,amhariagbe
76,ee,arabiagbe
17,ee,armeniagbe
91,ee,assamegbe
92,ee,azerbaijangbe
33,ee,bambaragbe
113,ee,basqugbe
20,ee,belarusiagbe
84,ee,bengalgbe
26,ee,blugbe
73,ee,bosniagbe
94,ee,bretongbe
82,ee,bulgariagbe
75,ee,burmagbe
32,ee,Cornish
21,ee,denmarkgbe
36,ee,dzapangbe
70,ee,dziehe ndebelegbe
4,ee,dziehe samigbe
29,ee,dzongkhagbe
99,ee,esperantogbe
105,ee,estoniagbe
35,ee,eʋegbe
110,ee,Faroese
96,ee,finlanɖgbe
101,ee,fransegbe
109,ee,Fulah
77,ee,galatagbe
102,ee,Ganda
90,ee,germaniagbe
89,ee,gɔgiagbe
37,ee,grisigbe
28,ee,gujarati
71,ee,hausagbe
13,ee,hebrigbe
88,ee,hindigbe
81,ee,hɔlandgbe
80,ee,hungarigbe
45,ee,icelanɖgbe
38,ee,igbogbe
100,ee,indonesiagbe
12,ee,irelanɖgbe
42,ee,italiagbe
22,ee,Kalaallisut
72,ee,kannadagbe
83,ee,kashmirgbe
44,ee,katalagbe
24,ee,kazakhstangbe
15,ee,khmergbe
74,ee,Kikuyu
60,ee,kinagbe
27,ee,kirghistangbe
95,ee,koreagbe
79,ee,kroatiagbe
51,ee,kwetsuagbe
41,ee,laksembɔggbe
114,ee,laogbe
39,ee,latviagbe
103,ee,lingala
108,ee,lithuaniagbe
98,ee,Luba-Katanga
69,ee,makedoniagbe
30,ee,malagasegbe
67,ee,malayagbe
14,ee,malaygbe
16,ee,maltagbe
78,ee,Manx
23,ee,marathiagbe
31,ee,mongoliagbe
85,ee,nepalgbe
25,ee,nɔweigbe
87,ee,nɔweigbe bokmål
19,ee,nɔweigbe ninɔsk
111,ee,oriyagbe
43,ee,Oromo
97,ee,ossetiagbe
59,ee,pashtogbe
107,ee,persiagbe
8,ee,polandgbe
58,ee,pɔtugalgbe
64,ee,pundzabgbe
52,ee,romaniagbe
115,ee,romanshgbe
48,ee,rɔtsiagbe
50,ee,rundigbe
120,ee,ruwandagbe
63,ee,sangogbe
93,ee,Scottish Gaelic
62,ee,serbiagbe
54,ee,serbo-croatiagbe
65,ee,shonagbe
34,ee,Sichuan Yi
66,ee,sinhalgbe
2,ee,slovakiagbe
1,ee,sloveniagbe
56,ee,somaliagbe
104,ee,spaniagbe
5,ee,swahili
11,ee,swedengbe
49,ee,tagalogbe
117,ee,tailandgbe
116,ee,tamilgbe
47,ee,telegugbe
119,ee,tɛkigbe
68,ee,tibetagbe
121,ee,tigrinyagbe
118,ee,tongagbe
46,ee,tsɛkgbe
6,ee,uighurgbe
61,ee,ukraingbe
3,ee,urdugbe
7,ee,uzbekistangbe
9,ee,vietnamgbe
112,ee,walesgbe
40,ee,Western Frisian
106,ee,yevugbe
57,ee,Yiddish
53,ee,yorubagbe
55,ee,zulugbe
45,ja,アイスランド語
12,ja,アイルランド語
26,ja,アカン語
92,ja,アゼルバイジャン語
91,ja,アッサム語
86,ja,アフリカーンス語
18,ja,アムハラ語
76,ja,アラビア語
10,ja,アルバニア語
17,ja,アルメニア語
42,ja,イタリア語
57,ja,イディッシュ語
38,ja,イボ語
100,ja,インドネシア語
6,ja,ウイグル語
112,ja,ウェールズ語
61,ja,ウクライナ語
7,ja,ウズベク語
3,ja,ウルドゥー語
35,ja,エウェ語
105,ja,エストニア語
99,ja,エスペラント語
97,ja,オセット語
81,ja,オランダ語
111,ja,オリヤー語
43,ja,オロモ語
24,ja,カザフ語
83,ja,カシミール語
44,ja,カタロニア語
77,ja,ガリシア語
102,ja,ガンダ語
72,ja,カンナダ語
74,ja,キクユ語
37,ja,ギリシャ語
27,ja,キルギス語
28,ja,グジャラート語
15,ja,クメール語
22,ja,グリーンランド語
89,ja,グルジア語
79,ja,クロアチア語
51,ja,ケチュア語
32,ja,コーンウォール語
63,ja,サンゴ語
65,ja,ショナ語
66,ja,シンハラ語
11,ja,スウェーデン語
55,ja,ズールー語
93,ja,スコットランド・ゲール語
104,ja,スペイン語
2,ja,スロバキア語
1,ja,スロベニア語
5,ja,スワヒリ語
62,ja,セルビア語
54,ja,セルボ・クロアチア語
56,ja,ソマリ語
29,ja,ゾンカ語
117,ja,タイ語
49,ja,タガログ語
116,ja,タミル語
46,ja,チェコ語
68,ja,チベット語
121,ja,ティグリニア語
47,ja,テルグ語
21,ja,デンマーク語
90,ja,ドイツ語
119,ja,トルコ語
118,ja,トンガ語
85,ja,ネパール語
25,ja,ノルウェー語
19,ja,ノルウェー語(ニーノシュク)
87,ja,ノルウェー語(ブークモール)
71,ja,ハウサ語
59,ja,パシュトゥー語
113,ja,バスク語
80,ja,ハンガリー語
64,ja,パンジャブ語
33,ja,バンバラ語
75,ja,ビルマ語
88,ja,ヒンディー語
96,ja,フィンランド語
110,ja,フェロー語
109,ja,フラニ語
101,ja,フランス語
82,ja,ブルガリア語
94,ja,ブルトン語
9,ja,ベトナム語
13,ja,ヘブライ語
20,ja,ベラルーシ語
107,ja,ペルシア語
84,ja,ベンガル語
8,ja,ポーランド語
73,ja,ボスニア語
58,ja,ポルトガル語
69,ja,マケドニア語
30,ja,マダガスカル語
23,ja,マラーティー語
67,ja,マラヤーラム語
16,ja,マルタ語
14,ja,マレー語
78,ja,マン島語
31,ja,モンゴル語
53,ja,ヨルバ語
114,ja,ラオ語
39,ja,ラトビア語
108,ja,リトアニア語
103,ja,リンガラ語
52,ja,ルーマニア語
41,ja,ルクセンブルク語
98,ja,ルバ・カタンガ語
120,ja,ルワンダ語
50,ja,ルンディ語
48,ja,ロシア語
115,ja,ロマンシュ語
106,ja,英語
95,ja,韓国語
34,ja,四川イ語
40,ja,西フリジア語
60,ja,中国語
36,ja,日本語
4,ja,北サーミ語
70,ja,北ンデベレ語
106,el,Αγγλικά
92,el,Αζερμπαϊτζανικά
26,el,Ακάν
10,el,Αλβανικά
18,el,Αμαρικά
76,el,Αραβικά
17,el,Αρμενικά
91,el,Ασαμεζικά
86,el,Αφρικάανς
113,el,Βασκικά
9,el,Βιετναμικά
75,el,Βιρμανικά
4,el,Βόρεια Σάμι
73,el,Βοσνιακά
82,el,Βουλγαρικά
94,el,Βρετονικά
77,el,Γαλικιανά
101,el,Γαλλικά
90,el,Γερμανικά
89,el,Γεωργιανά
35,el,Γι
57,el,Γίντις
53,el,Γιορούμπα
102,el,Γκάντα
28,el,Γκουγιαράτι
21,el,Δανικά
40,el,Δυτικά Φριζιανά
13,el,Εβραϊκά
37,el,Ελληνικά
105,el,Εσθονικά
99,el,Εσπεράντο
55,el,Ζουλού
68,el,Θιβετιανά
36,el,Ιαπωνικά
38,el,Ίγκμπο
100,el,Ινδονησιακά
12,el,Ιρλανδικά
45,el,Ισλανδικά
104,el,Ισπανικά
42,el,Ιταλικά
24,el,Καζακικά
22,el,Καλαάλισουτ
15,el,Καμποτζιανά
72,el,Κανάντα
83,el,Κασμίρι
44,el,Καταλανικά
51,el,Κετσούα
74,el,Κικούγιου
60,el,Κινεζικά
120,el,Κινιαρβάντα
95,el,Κορεατικά
32,el,Κόρνις
79,el,Κροατικά
27,el,Κυργιζικά
114,el,Λαοθιανά
39,el,Λετονικά
20,el,Λευκορωσικά
108,el,Λιθουανικά
103,el,Λινγκάλα
98,el,Λούμπα-Κατάνγκα
41,el,Λουξεμβουργιανά
30,el,Μαλαγάσι
67,el,Μαλαγιαλάμ
14,el,Μαλάι
16,el,Μαλτεζικά
78,el,Μανξ
23,el,Μαράθι
31,el,Μογγολικά
33,el,Μπαμπάρα
84,el,Μπενγκάλι
85,el,Νεπάλι
25,el,Νορβηγικά
87,el,Νορβηγικά Μποκμάλ
19,el,Νορβηγικά Νινόρσκ
70,el,Ντεμπέλε Βορρά
29,el,Ντζόνγκχα
81,el,Ολλανδικά
111,el,Ορίγια
43,el,Ορόμο
97,el,Οσετικά
112,el,Ουαλικά
80,el,Ουγγρικά
7,el,Ουζμπεκικά
6,el,Ουιγουρικά
61,el,Ουκρανικά
3,el,Ουρντού
64,el,Παντζαπικά
59,el,Πάστο
107,el,Περσικά
8,el,Πολωνικά
58,el,Πορτογαλικά
115,el,Ρομανικά
52,el,Ρουμανικά
50,el,Ρούντι
48,el,Ρωσικά
63,el,Σάνγκο
62,el,Σερβικά
54,el,Σερβοκροατικά
34,el,Σικουάν Γι
66,el,Σινχαλεζικά
93,el,Σκωτικά Κελτικά
69,el,Σλαβομακεδονικά
2,el,Σλοβακικά
1,el,Σλοβενικά
56,el,Σομάλι
5,el,Σουαχίλι
11,el,Σουηδικά
65,el,Σχόνα
49,el,Ταγκαλόγκ
117,el,Ταϊλανδικά
116,el,Ταμίλ
47,el,Τελούγκου
121,el,Τιγκρίνυα
118,el,Τονγκανικά
119,el,Τουρκικά
46,el,Τσεχικά
110,el,Φαρόε
96,el,Φινλανδικά
109,el,Φουλάχ
71,el,Χάουσα
88,el,Χίντι
86,ig,Afrikaans
26,ig,Akan
10,ig,Albanian
18,ig,Amariikị
76,ig,Arabiikị
17,ig,Armenian
91,ig,Assamese
71,ig,Awụsa
92,ig,Azerbaijani
33,ig,Bambara
113,ig,Basque
20,ig,Belaruusu
84,ig,Bengali
73,ig,Bosnian
82,ig,Bọlụgarịa
94,ig,Breton
46,ig,Cheekị
44,ig,Catalan
32,ig,Cornish
79,ig,Croatian
21,ig,Danish
81,ig,Dọọch
29,ig,Dzongkha
99,ig,Esperanto
105,ig,Estonian
35,ig,Ewe
110,ig,Faroese
96,ig,Finnish
109,ig,Fulah
101,ig,Fụrench
77,ig,Galician
102,ig,Ganda
89,ig,Georgian
37,ig,Giriikị
28,ig,Gujarati
13,ig,Hebrew
88,ig,Hindi
45,ig,Icelandic
38,ig,Igbo
100,ig,Indonisia
12,ig,Irish
42,ig,Italo
90,ig,Jamaan
36,ig,Japanese
22,ig,Kalaallisut
72,ig,Kannada
83,ig,Kashmiri
24,ig,Kazakh
15,ig,"Keme, Etiti"
74,ig,Kikuyu
95,ig,Koria
27,ig,Kyrgyz
114,ig,Lao
39,ig,Latvian
103,ig,Lingala
108,ig,Lithuanian
98,ig,Luba-Katanga
41,ig,Luxembourgish
69,ig,Macedonian
80,ig,Magịya
30,ig,Malagasy
67,ig,Malayalam
14,ig,Maleyi
16,ig,Maltese
60,ig,Mandarịịnị
78,ig,Manx
23,ig,Marathi
75,ig,Mịanma
31,ig,Mongolian
85,ig,Nepali
70,ig,North Ndebele
4,ig,Northern Sami
25,ig,Norwegian
87,ig,Norwegian Bokmål
19,ig,Norwegian Nynorsk
111,ig,Oriya
43,ig,Oromo
97,ig,Ossetic
106,ig,Oyibo
104,ig,Panya
59,ig,Pashto
107,ig,Peshan
8,ig,Poliishi
58,ig,Potoki
64,ig,Punjabi
51,ig,Quechua
115,ig,Romansh
48,ig,Rọshan
52,ig,Rumenia
50,ig,Rundi
120,ig,Rụwanda
63,ig,Sango
93,ig,Scottish Gaelic
62,ig,Serbian
54,ig,Serbo-Croatian
34,ig,Sichuan Yi
66,ig,Sinhala
2,ig,Slovak
1,ig,Slovenian
56,ig,Somali
11,ig,Sụwidiishi
5,ig,Swahili
65,ig,Shona
49,ig,Tagalog
117,ig,Taị
116,ig,Tamụlụ
47,ig,Telugu
68,ig,Tibetan
121,ig,Tigrinya
118,ig,Tongan
119,ig,Tọkiishi
61,ig,Ukureenị
3,ig,Urudu
6,ig,Uyghur
7,ig,Uzbek
9,ig,Viyetịnaamụ
112,ig,Welsh
40,ig,Western Frisian
57,ig,Yiddish
53,ig,Yoruba
55,ig,Zulu
86,lv,afrikandu
26,lv,akanu
10,lv,albāņu
18,lv,amharu
106,lv,angļu
76,lv,arābu
17,lv,armēņu
91,lv,asamiešu
92,lv,azerbaidžāņu
20,lv,baltkrievu
33,lv,bambaru
113,lv,basku
84,lv,bengāļu
75,lv,birmiešu
73,lv,bosniešu
94,lv,bretoņu
82,lv,bulgāru
46,lv,čehu
21,lv,dāņu
29,lv,dzongke
99,lv,esperanto
35,lv,evu
110,lv,fēru
101,lv,franču
109,lv,fulu
77,lv,galisiešu
102,lv,gandu
93,lv,gēlu
22,lv,grenlandiešu
37,lv,grieķu
89,lv,gruzīnu
28,lv,gudžaratu
71,lv,hausu
88,lv,hindi
81,lv,holandiešu
79,lv,horvātu
105,lv,igauņu
38,lv,igbo
100,lv,indonēziešu
12,lv,īru
45,lv,īslandiešu
42,lv,itāļu
13,lv,ivrits
36,lv,japāņu
19,lv,jaunnorvēģu
57,lv,jidišs
53,lv,jorubu
72,lv,kannadu
83,lv,kašmiriešu
44,lv,katalāņu
24,lv,kazahu
51,lv,kečvu
15,lv,khmeru
74,lv,kikuju
120,lv,kiņaruanda
27,lv,kirgīzu
95,lv,korejiešu
32,lv,korniešu
48,lv,krievu
60,lv,ķīniešu
114,lv,laosiešu
39,lv,latviešu
108,lv,lietuviešu
103,lv,lingala
98,lv,lubakatanga
41,lv,luksemburgiešu
69,lv,maķedoniešu
30,lv,malagasu
67,lv,malajalu
14,lv,malajiešu
16,lv,maltiešu
23,lv,maratu
78,lv,meniešu
31,lv,mongoļu
85,lv,nepāliešu
25,lv,norvēģu
87,lv,norvēģu bukmols
111,lv,oriju
43,lv,oromu
97,lv,osetīnu
64,lv,pandžabu
107,lv,persiešu
8,lv,poļu
58,lv,portugāļu
59,lv,puštu
115,lv,retoromāņu
40,lv,rietumfrīzu
52,lv,rumāņu
50,lv,rundu
63,lv,sango
62,lv,serbu
54,lv,serbu-horvātu
34,lv,Sičuaņas ji
66,lv,singāļu
2,lv,slovāku
1,lv,slovēņu
56,lv,somāļu
96,lv,somu
104,lv,spāņu
5,lv,svahili
65,lv,šonu
49,lv,tagalu
117,lv,taju
116,lv,tamilu
47,lv,telugu
68,lv,tibetiešu
121,lv,tigrinja
118,lv,tongiešu
119,lv,turku
6,lv,uiguru
61,lv,ukraiņu
80,lv,ungāru
3,lv,urdu
7,lv,uzbeku
90,lv,vācu
112,lv,velsiešu
9,lv,vjetnamiešu
70,lv,ziemeļndebelu
4,lv,ziemeļsāmu
55,lv,zulu
11,lv,zviedru
86,fy,Afrikaansk
26,fy,Akan
10,fy,Albaneesk
18,fy,Amhaarsk
76,fy,Arabysk
17,fy,Armeensk
91,fy,Assameesk
92,fy,Azerbeidzjaansk
33,fy,Bambara
113,fy,Baskysk
84,fy,Bengaalsk
75,fy,Birmees
73,fy,Bosnysk
94,fy,Bretonsk
82,fy,Bulgaarsk
32,fy,Cornish
21,fy,Deensk
90,fy,Dútsk
29,fy,Dzongkha
99,fy,Esperanto
105,fy,Estlânsk
35,fy,Ewe
110,fy,Faeröersk
96,fy,Finsk
101,fy,Frânsk
109,fy,Fulah
77,fy,Galisysk
102,fy,Ganda
89,fy,Georgysk
22,fy,Grienlâns
37,fy,Gryks
28,fy,Gujarati
71,fy,Hausa
13,fy,Hebreeuwsk
88,fy,Hindi
80,fy,Hongaarsk
12,fy,Iersk
38,fy,Igbo
106,fy,Ingelsk
42,fy,Italiaansk
36,fy,Japans
57,fy,Jiddysk
72,fy,Kannada
83,fy,Kasjmiri
44,fy,Katalaansk
24,fy,Kazachs
15,fy,Khmer
74,fy,Kikuyu
120,fy,Kinyarwanda
27,fy,Kirgizysk
50,fy,Kirundi
95,fy,Koreaansk
79,fy,Kroatysk
114,fy,Laotiaansk
39,fy,Letlâns
103,fy,Lingala
108,fy,Litouws
98,fy,Luba-Katanga
41,fy,Luxemburgs
69,fy,Macedonysk
30,fy,Malagasysk
67,fy,Malayalam
14,fy,Maleis
16,fy,Maltees
78,fy,Manks
23,fy,Marathi
31,fy,Mongools
81,fy,Nederlânsk
85,fy,Nepalees
70,fy,Noard-Ndbele
4,fy,Noard-Samysk
25,fy,Noors
87,fy,Noors - Bokmål
19,fy,Noors - Nynorsk
111,fy,Odia
6,fy,Oeigoers
61,fy,Oekraïens
7,fy,Oezbeeks
43,fy,Oromo
97,fy,Ossetysk
59,fy,Pasjtoe
107,fy,Perzysk
8,fy,Poalsk
58,fy,Portugeesk
64,fy,Punjabi
51,fy,Quechua
115,fy,Reto-Romaansk
52,fy,Roemeensk
48,fy,Russysk
63,fy,Sango
93,fy,Schotsk Gaelic
54,fy,Servokroatysk
62,fy,Servysk
65,fy,Shona
34,fy,Sichuan Yi
60,fy,Sineesk
66,fy,Singalees
1,fy,Sloveensk
2,fy,Slowaaks
56,fy,Somalysk
104,fy,Spaansk
5,fy,Swahili
49,fy,Tagalog
116,fy,Tamil
47,fy,Telugu
117,fy,Thais
68,fy,Tibetaansk
121,fy,Tigrinya
118,fy,Tongaansk
46,fy,Tsjechysk
119,fy,Turks
3,fy,Urdu
9,fy,Vietnamees
112,fy,Welsk
40,fy,West-Frysk
20,fy,Wyt-Russysk
100,fy,Yndonezysk
53,fy,Yoruba
45,fy,Yslâns
55,fy,Zulu
11,fy,Zweeds
86,lb,Afrikaans
26,lb,Akan
10,lb,Albanesch
18,lb,Amharesch
76,lb,Arabesch
17,lb,Armenesch
92,lb,Aserbaidschanesch
91,lb,Assamesesch
33,lb,Bambara-Sprooch
113,lb,Baskesch
84,lb,Bengalesch
29,lb,Bhutanesch
75,lb,Birmanesch
73,lb,Bosnesch
94,lb,Bretonesch
82,lb,Bulgaresch
60,lb,Chinesesch
49,lb,Dagalog
90,lb,Däitsch
21,lb,Dänesch
106,lb,Englesch
99,lb,Esperanto
105,lb,Estnesch
35,lb,Ewe-Sprooch
110,lb,Färöesch
96,lb,Finnesch
101,lb,Franséisch
109,lb,Ful
77,lb,Galizesch
102,lb,Ganda-Sprooch
89,lb,Georgesch
37,lb,Griichesch
22,lb,Grönlännesch
28,lb,Gujarati
71,lb,Hausa
13,lb,Hebräesch
88,lb,Hindi
81,lb,Hollännesch
38,lb,Igbo-Sprooch
100,lb,Indonesesch
12,lb,Iresch
45,lb,Islännesch
42,lb,Italienesch
36,lb,Japanesch
57,lb,Jiddesch
15,lb,Kambodschanesch
72,lb,Kannada
24,lb,Kasachesch
83,lb,Kaschmiresch
44,lb,Katalanesch
74,lb,Kikuyu-Sprooch
27,lb,Kirgisesch
95,lb,Koreanesch
32,lb,Kornesch
79,lb,Kroatesch
114,lb,Laotesch
39,lb,Lettesch
41,lb,Lëtzebuergesch
103,lb,Lingala
108,lb,Litauesch
98,lb,Luba-Katanga
30,lb,Malagassi-Sprooch
14,lb,Malaiesch
67,lb,Malayalam
16,lb,Maltesesch
78,lb,Manx
23,lb,Marathi
69,lb,Mazedonesch
31,lb,Mongolesch
85,lb,Nepalesesch
70,lb,Nord-Ndebele-Sprooch
4,lb,Nordsamesch
25,lb,Norwegesch
87,lb,Norwegesch Bokmål
19,lb,Norwegesch Nynorsk
111,lb,Orija
43,lb,Oromo
97,lb,Ossetesch
64,lb,Pandschabesch
59,lb,Paschtu
107,lb,Persesch
8,lb,Polnesch
58,lb,Portugisesch
51,lb,Quechua
115,lb,Rätoromanesch
120,lb,Ruandesch
52,lb,Rumänesch
50,lb,Rundi-Sprooch
48,lb,Russesch
63,lb,Sango
93,lb,Schottescht Gällesch
11,lb,Schwedesch
62,lb,Serbesch
54,lb,Serbo-Kroatesch
65,lb,Shona
34,lb,Sichuan Yi
66,lb,Singhalesesch
2,lb,Slowakesch
1,lb,Slowenesch
56,lb,Somali
104,lb,Spuenesch
5,lb,Suaheli
116,lb,Tamilesch
47,lb,Telugu
117,lb,Thailännesch
68,lb,Tibetesch
119,lb,Tierkesch
121,lb,Tigrinja
118,lb,Tongaesch
46,lb,Tschechesch
6,lb,Uiguresch
61,lb,Ukrainesch
80,lb,Ungaresch
3,lb,Urdu
7,lb,Usbekesch
9,lb,Vietnamesesch
20,lb,Wäissrussesch
112,lb,Walisesch
40,lb,Westfriesesch
53,lb,Yoruba
55,lb,Zulu
86,it,afrikaans
26,it,akan
10,it,albanese
18,it,amarico
76,it,arabo
17,it,armeno
91,it,assamese
92,it,azerbaigiano
33,it,bambara
113,it,basco
84,it,bengalese
20,it,bielorusso
75,it,birmano
73,it,bosniaco
94,it,bretone
82,it,bulgaro
44,it,catalano
46,it,ceco
27,it,chirghiso
60,it,cinese
95,it,coreano
32,it,cornico
79,it,croato
21,it,danese
29,it,dzongkha
13,it,ebraico
99,it,esperanto
105,it,estone
35,it,ewe
110,it,faroese
96,it,finlandese
101,it,francese
40,it,frisone occidentale
109,it,fulah
93,it,gaelico scozzese
77,it,galiziano
112,it,gallese
102,it,ganda
89,it,georgiano
36,it,giapponese
37,it,greco
28,it,gujarati
71,it,hausa
88,it,hindi
38,it,igbo
100,it,indonesiano
106,it,inglese
12,it,irlandese
45,it,islandese
42,it,italiano
22,it,kalaallisut
72,it,kannada
83,it,kashmiri
24,it,kazako
15,it,khmer
74,it,kikuyu
120,it,kinyarwanda
114,it,lao
39,it,lettone
103,it,lingala
108,it,lituano
98,it,luba-katanga
41,it,lussemburghese
69,it,macedone
67,it,malayalam
14,it,malese
30,it,malgascio
16,it,maltese
78,it,manx
23,it,marathi
31,it,mongolo
70,it,ndebele del nord
85,it,nepalese
25,it,norvegese
87,it,norvegese bokmål
19,it,norvegese nynorsk
81,it,olandese
111,it,oriya
43,it,oromo
97,it,ossetico
59,it,pashto
107,it,persiano
8,it,polacco
58,it,portoghese
64,it,punjabi
51,it,quechua
115,it,romancio
52,it,rumeno
50,it,rundi
48,it,russo
4,it,sami del nord
63,it,sango
62,it,serbo
54,it,serbo-croato
65,it,shona
34,it,sichuan yi
66,it,singalese
2,it,slovacco
1,it,sloveno
56,it,somalo
104,it,spagnolo
11,it,svedese
5,it,swahili
49,it,tagalog
116,it,tamil
90,it,tedesco
47,it,telugu
117,it,thai
68,it,tibetano
121,it,tigrino
118,it,tongano
119,it,turco
61,it,ucraino
6,it,uiguro
80,it,ungherese
3,it,urdu
7,it,usbeco
9,it,vietnamita
57,it,yiddish
53,it,yoruba
55,it,zulu
10,om,Afaan Albaniyaa
12,om,Afaan Ayirishii
92,om,Afaan Azerbaijani
84,om,Afaan Baangladeshi
113,om,Afaan Baskuu
20,om,Afaan Belarusia
73,om,Afaan Bosniyaa
82,om,Afaan Bulgariya
79,om,Afaan Croatian
46,om,Afaan Czech
81,om,Afaan Dachii
21,om,Afaan Deenmaark
99,om,Afaan Esperantoo
101,om,Afaan Faransaayii
110,om,Afaan Faroese
96,om,Afaan Fiilaandi
40,om,Afaan Firisiyaani
77,om,Afaan Galishii
89,om,Afaan Georgian
37,om,Afaan Giriiki
28,om,Afaan Gujarati
80,om,Afaan Hangaari
13,om,Afaan Hebrew
88,om,Afaan Hindii
100,om,Afaan Indoneziya
1,om,Afaan Islovaniyaa
104,om,Afaan Ispeen
105,om,Afaan Istooniya
36,om,Afaan Japanii
90,om,Afaan Jarmanii
72,om,Afaan Kannada
44,om,Afaan Katalaa
95,om,Afaan Korea
39,om,Afaan Lativiyaa
108,om,Afaan Liituniyaa
69,om,Afaan Macedooniyaa
16,om,Afaan Maltesii
23,om,Afaan Maratii
85,om,Afaan Nepalii
19,om,Afaan Norwegian
25,om,Afaan Norweyii
107,om,Afaan Persia
8,om,Afaan Polandii
58,om,Afaan Porchugaal
64,om,Afaan Punjabii
52,om,Afaan Romaniyaa
48,om,Afaan Rushiyaa
62,om,Afaan Serbiya
18,om,Afaan Sidaamaa
66,om,Afaan Sinhalese
2,om,Afaan Slovak
11,om,Afaan Suwidiin
116,om,Afaan Tamilii
117,om,Afaan Tayii
47,om,Afaan Telugu
121,om,Afaan Tigiree
119,om,Afaan Turkii
61,om,Afaan Ukreenii
3,om,Afaan Urdu
7,om,Afaan Uzbek
9,om,Afaan Veetinam
42,om,Afaan Xaaliyaani
55,om,Afaan Zuulu
86,om,Afrikoota
26,om,Akan
76,om,Arabiffaa
17,om,Armenian
91,om,Assamese
45,om,Ayiislandiffaa
33,om,Bambara
94,om,Breton
75,om,Burmese
32,om,Cornish
29,om,Dzongkha
35,om,Ewe
109,om,Fulah
102,om,Ganda
71,om,Hausa
38,om,Igbo
106,om,Ingliffa
22,om,Kalaallisut
24,om,Kazakh
83,om,Kashmiri
74,om,Kikuyu
120,om,Kinyarwanda
27,om,Kyrgyz
114,om,Lao
103,om,Lingala
98,om,Luba-Katanga
41,om,Luxembourgish
14,om,Malaayiffaa
30,om,Malagasy
67,om,Malayaalamiffaa
78,om,Manx
31,om,Mongolian
70,om,North Ndebele
4,om,Northern Sami
87,om,Norwegian Bokmål
111,om,Oriya
43,om,Oromoo
97,om,Ossetic
59,om,Pashto
51,om,Quechua
115,om,Romansh
50,om,Rundi
63,om,Sango
93,om,Scots Gaelic
54,om,Serbo-Croatian
34,om,Sichuan Yi
56,om,Somali
5,om,Suwahilii
49,om,Tagalog
68,om,Tibetan
118,om,Tongan
6,om,Uyghur
112,om,Welishiffaa
57,om,Yiddish
53,om,Yoruba
60,om,Chinese
15,om,Khmer
65,om,Shona
